transaction_id,timestamp,date,month,hour,day_of_week,customer_name,age_group,gender,occupation,phone_number,city,township,platform,device_type,transaction_type,amount_mmk,fee_mmk,net_amount_mmk,status,description
TXN-TLRO-48400580,9/27/2024 20:00,9/27/2024,2024-09,20,Friday,Shwe Lin,35-44,Male,Private Sector Employee,9326287923,Dawei,Dawei Township,KBZPay,Feature Phone,P2P Transfer,78500,0,78500,Completed,Personal transfer
TXN-EEAB-59911786,5/16/2024 8:54,5/16/2024,2024-05,8,Thursday,Mg Nge,35-44,Male,Trader / Merchant,9336273014,Yangon,Tamwe,OK Dollar,Android,Bill Payment,30000,0,30000,Completed,Pay Cable TV
TXN-LWGL-33585230,4/27/2024 21:43,4/27/2024,2024-04,21,Saturday,Kyaw Oo,25-34,Female,Government Employee,9250456504,Yangon,Dagon,AYAPay,Feature Phone,P2P Transfer,338000,0,338000,Completed,Money sent to family
TXN-IULF-77238117,9/17/2024 20:07,9/17/2024,2024-09,20,Tuesday,Ko Wai,35-44,Male,Trader / Merchant,9430284576,Mawlamyine,Mudon,CB Pay,Feature Phone,P2P Transfer,179500,500,179000,Completed,Payment for goods
TXN-IBND-47106150,12/24/2024 20:50,12/24/2024,2024-12,20,Tuesday,Zaw Nge,18-24,Male,Private Sector Employee,9442798524,Mandalay,Aungmyaythazan,CB Pay,Android,P2P Transfer,295500,0,295500,Completed,Money sent to family
TXN-EZKG-38603662,1/11/2024 19:17,1/11/2024,2024-01,19,Thursday,Thu Phyo,18-24,Male,Student,9959071401,Yangon,Insein,Wave Money,Android,P2P Transfer,159500,0,159500,Completed,Money sent to family
TXN-YQEQ-77517514,9/11/2024 18:06,9/11/2024,2024-09,18,Wednesday,Khin Hlaing,45-54,Female,Trader / Merchant,9959119083,Myitkyina,Waingmaw,OK Dollar,Android,Merchant Payment,30500,0,30500,Completed,Purchase at AGD Bank
TXN-JRMI-79457581,3/23/2024 21:27,3/23/2024,2024-03,21,Saturday,Thida Phyo,18-24,Male,Government Employee,9421718275,Yangon,Sanchaung,KBZPay,iOS,Merchant Payment,100000,0,100000,Completed,Purchase at Pun Hlaing Hospital
TXN-XKBW-57405173,8/5/2024 3:51,8/5/2024,2024-08,3,Monday,Nyein Nge,35-44,Female,Private Sector Employee,957167811,Yangon,Kamayut,KBZPay,Android,P2P Transfer,325000,0,325000,Completed,Rent payment
TXN-WVDY-05152879,10/30/2024 8:11,10/30/2024,2024-10,8,Wednesday,Daw Zaw,25-34,Female,Trader / Merchant,9326579678,Yangon,Mayangon,AYAPay,Android,P2P Transfer,68500,0,68500,Completed,Transfer to Pyae Zaw
TXN-YGBK-20892311,4/24/2024 15:02,4/24/2024,2024-04,15,Wednesday,Min Tun,35-44,Male,Government Employee,9957734778,Yangon,Sanchaung,KBZPay,iOS,P2P Transfer,241000,0,241000,Completed,Personal transfer
TXN-YBOW-01533333,6/29/2024 13:29,6/29/2024,2024-06,13,Saturday,Ko San,35-44,Female,Government Employee,9492467197,Yangon,Mingaladon,AYAPay,Android,Mobile Top-up,7500,0,7500,Completed,Mytel top-up 10000 MMK
TXN-VXAH-69580643,11/13/2024 10:01,11/13/2024,2024-11,10,Wednesday,Thu Tun,25-34,Male,Government Employee,9445905616,Mandalay,Maha Aungmye,KBZPay,Android,P2P Transfer,52500,0,52500,Completed,Transfer to Ko Moe
TXN-RGTX-02834696,8/12/2024 14:12,8/12/2024,2024-08,14,Monday,Phyu Khaing,45-54,Female,Factory Worker,9320790569,Mandalay,Aungmyaythazan,KBZPay,Android,Bill Payment,33500,0,33500,Completed,Pay School Fees
TXN-BXBI-36870010,10/20/2024 16:20,10/20/2024,2024-10,16,Sunday,Thet San,25-34,Male,Government Employee,9976391919,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,P2P Transfer,118000,0,118000,Completed,Rent payment
TXN-ARSZ-90147044,2/23/2024 18:48,2/23/2024,2024-02,18,Friday,Pyae Min,25-34,Female,Business Owner,958297374,Yangon,Mayangon,KBZPay,iOS,Cash Out,71500,500,71000,Completed,ATM withdrawal
TXN-UYWL-39874064,3/14/2024 8:16,3/14/2024,2024-03,8,Thursday,Yee Nge,45-54,Female,Freelancer,9324249363,Mandalay,Maha Aungmye,Wave Money,Android,P2P Transfer,287000,0,287000,Completed,Personal transfer
TXN-YKSM-20687268,9/25/2024 2:02,9/25/2024,2024-09,2,Wednesday,Ko Nyi,18-24,Female,Farmer,9760015941,Mawlamyine,Mudon,KBZPay,Feature Phone,Cash In,183500,0,183500,Completed,Cash deposit at agent
TXN-YUJP-55275670,5/16/2024 18:24,5/16/2024,2024-05,18,Thursday,Thu Maung,25-34,Male,Government Employee,9981559636,Mandalay,Patheingyi,Wave Money,Feature Phone,P2P Transfer,48500,0,48500,Completed,Personal transfer
TXN-APRF-61776678,8/21/2024 20:43,8/21/2024,2024-08,20,Wednesday,Su Khaing,18-24,Male,Student,9435754090,Yangon,Mayangon,AYAPay,Android,Merchant Payment,16500,0,16500,Failed,Purchase at KBZ Bank
TXN-VKJX-22888159,9/25/2024 23:36,9/25/2024,2024-09,23,Wednesday,Yee Soe,25-34,Female,Private Sector Employee,9324134327,Yangon,Thingangyun,CB Pay,iOS,Mobile Top-up,4500,0,4500,Completed,MPT top-up 1000 MMK
TXN-RAAX-11165014,4/24/2024 10:15,4/24/2024,2024-04,10,Wednesday,Nyein Maung,45-54,Female,Trader / Merchant,9951569857,Yangon,Mayangon,AYAPay,Android,Mobile Top-up,3000,0,3000,Completed,Mytel top-up 1000 MMK
TXN-KOXS-43890507,8/16/2024 17:15,8/16/2024,2024-08,17,Friday,Yee Min,35-44,Female,Private Sector Employee,9762429543,Mandalay,Chanayethazan,KBZPay,Feature Phone,P2P Transfer,119000,0,119000,Completed,Payment for goods
TXN-IUSH-56775570,12/11/2024 7:25,12/11/2024,2024-12,7,Wednesday,Pyae Wai,45-54,Male,Trader / Merchant,9984215291,Dawei,Dawei Township,KBZPay,Android,P2P Transfer,30500,0,30500,Completed,Money sent to family
TXN-TJUC-14225371,11/14/2024 1:50,11/14/2024,2024-11,1,Thursday,Thida Oo,25-34,Male,Private Sector Employee,9333626204,Yangon,Insein,Wave Money,Android,Cash Out,178500,2000,176500,Completed,ATM withdrawal
TXN-HRDD-21465715,12/19/2024 17:11,12/19/2024,2024-12,17,Thursday,Ma Phyo,35-44,Male,Government Employee,970537599,Yangon,Mayangon,CB Pay,Android,Merchant Payment,86500,0,86500,Completed,Purchase at DKSH Myanmar
TXN-YYXK-74991806,4/24/2024 5:58,4/24/2024,2024-04,5,Wednesday,Su Maung,25-34,Male,Government Employee,9956241502,Yangon,Mingaladon,OK Dollar,Feature Phone,Bill Payment,79000,0,79000,Completed,Pay Cable TV
TXN-GIQF-52894347,6/28/2024 22:34,6/28/2024,2024-06,22,Friday,Thu Oo,25-34,Female,Trader / Merchant,9730320320,Yangon,Insein,Wave Money,iOS,Bill Payment,54000,0,54000,Completed,Pay Cable TV
TXN-FFFJ-59181298,5/23/2024 9:53,5/23/2024,2024-05,9,Thursday,Khin Naing,18-24,Male,Freelancer,9954993908,Taunggyi,Taunggyi Township,Wave Money,Android,Merchant Payment,51500,0,51500,Failed,Purchase at City Mart Supermarket
TXN-ZRWF-16096351,10/18/2024 16:38,10/18/2024,2024-10,16,Friday,Myo Soe,45-54,Female,Business Owner,9329050975,Yangon,Hlaing,OK Dollar,Android,Cash Out,288500,3000,285500,Failed,ATM withdrawal
TXN-PWEU-72818162,7/6/2024 14:30,7/6/2024,2024-07,14,Saturday,Naing Shwe,45-54,Male,Freelancer,9256642147,Yangon,Bahan,AYAPay,Android,Merchant Payment,22000,0,22000,Failed,Purchase at DKSH Myanmar
TXN-MPSX-97911380,11/27/2024 10:08,11/27/2024,2024-11,10,Wednesday,Myat Naing,35-44,Female,Trader / Merchant,9496108573,Yangon,Dagon,AYAPay,Android,Mobile Top-up,5500,0,5500,Failed,Ooredoo top-up 3000 MMK
TXN-VWOD-15675621,3/6/2024 14:02,3/6/2024,2024-03,14,Wednesday,Thet Moe,25-34,Male,Government Employee,980818661,Naypyitaw,Pobbathiri,AYAPay,iOS,Bill Payment,48500,0,48500,Completed,Pay Insurance Premium
TXN-HSWT-28485196,9/9/2024 12:13,9/9/2024,2024-09,12,Monday,Aye Lin,35-44,Female,Business Owner,9325232194,Yangon,Tamwe,Wave Money,iOS,Cash In,334500,0,334500,Completed,Bank transfer in
TXN-IZGV-73024794,4/19/2024 15:27,4/19/2024,2024-04,15,Friday,Soe Min,35-44,Female,Trader / Merchant,9454122031,Myitkyina,Waingmaw,AYAPay,Android,Merchant Payment,58500,0,58500,Completed,Purchase at AIA Myanmar
TXN-ASZJ-54886563,1/14/2024 16:37,1/14/2024,2024-01,16,Sunday,Nyein Oo,35-44,Male,Business Owner,957933496,Yangon,Bahan,Wave Money,Android,P2P Transfer,274000,0,274000,Completed,Payment for goods
TXN-CXPH-61204047,6/20/2024 16:14,6/20/2024,2024-06,16,Thursday,Nyein Nge,45-54,Male,Government Employee,956958146,Bago,Waw,Wave Money,Android,Cash In,145000,0,145000,Completed,Bank transfer in
TXN-LFQQ-15641873,12/10/2024 11:13,12/10/2024,2024-12,11,Tuesday,Shwe Min,45-54,Female,Business Owner,9336657293,Mandalay,Maha Aungmye,AYAPay,iOS,P2P Transfer,331500,0,331500,Completed,Transfer to Min Hlaing
TXN-HNPH-04590054,8/8/2024 8:59,8/8/2024,2024-08,8,Thursday,Khin Aye,25-34,Female,Government Employee,9950156193,Mandalay,Aungmyaythazan,Wave Money,Feature Phone,P2P Transfer,31500,0,31500,Completed,Money sent to family
TXN-PAHS-90573299,5/2/2024 21:12,5/2/2024,2024-05,21,Thursday,Thet Shwe,18-24,Male,Trader / Merchant,998081213,Myitkyina,Waingmaw,Wave Money,Android,Cash In,403000,0,403000,Completed,ATM cash in
TXN-HKHW-03616212,12/1/2024 1:51,12/1/2024,2024-12,1,Sunday,Thu Shwe,18-24,Female,Business Owner,9338214565,Mandalay,Amarapura,Wave Money,iOS,Mobile Top-up,18000,0,18000,Completed,Mytel top-up 2000 MMK
TXN-PMMP-17160696,11/19/2024 21:19,11/19/2024,2024-11,21,Tuesday,Aung Soe,18-24,Male,Freelancer,981556260,Myitkyina,Waingmaw,Wave Money,iOS,Bill Payment,200000,0,200000,Failed,Pay Insurance Premium
TXN-TWVI-88284618,9/21/2024 10:33,9/21/2024,2024-09,10,Saturday,Shwe Aung,18-24,Male,Business Owner,9436738997,Bago,Tanatpin,CB Pay,iOS,Mobile Top-up,4500,0,4500,Completed,MPT top-up 1000 MMK
TXN-YPJP-63003671,10/3/2024 3:27,10/3/2024,2024-10,3,Thursday,Thura Naing,25-34,Male,Private Sector Employee,9250089434,Dawei,Yebyu,OK Dollar,Android,Merchant Payment,16500,0,16500,Completed,Purchase at Bangkok Airways
TXN-MAEB-98140450,6/14/2024 14:53,6/14/2024,2024-06,14,Friday,Daw Htun,25-34,Female,Freelancer,9979893544,Mandalay,Patheingyi,CB Pay,Android,Mobile Top-up,5000,0,5000,Completed,Mytel top-up 1000 MMK
TXN-CJEU-22018291,9/16/2024 19:32,9/16/2024,2024-09,19,Monday,Kyaw Phyo,45-54,Male,Business Owner,9448698864,Yangon,Kamayut,AYAPay,iOS,Mobile Top-up,20000,0,20000,Pending,Atom (Telenor) top-up 2000 MMK
TXN-DREY-69744172,2/21/2024 8:59,2/21/2024,2024-02,8,Wednesday,Ma Zin,25-34,Male,Government Employee,9965196115,Taunggyi,Taunggyi Township,Wave Money,Android,Mobile Top-up,5000,0,5000,Completed,MPT top-up 3000 MMK
TXN-IWJZ-50333608,8/31/2024 19:20,8/31/2024,2024-08,19,Saturday,Thura Hlaing,35-44,Male,Government Employee,9441067949,Taunggyi,Hopong,KBZPay,iOS,Bill Payment,68500,0,68500,Completed,Pay Government Fee
TXN-FUEZ-54157120,7/9/2024 16:57,7/9/2024,2024-07,16,Tuesday,Ko Min,25-34,Male,Private Sector Employee,9960741209,Yangon,Dagon,AYAPay,Feature Phone,Mobile Top-up,10500,0,10500,Completed,Ooredoo top-up 2000 MMK
TXN-IHBG-54982227,2/3/2024 5:22,2/3/2024,2024-02,5,Saturday,Htet Htun,25-34,Male,Freelancer,9977189569,Yangon,Mingaladon,CB Pay,Android,P2P Transfer,101500,1000,100500,Completed,Personal transfer
TXN-YNUS-64859660,8/1/2024 20:32,8/1/2024,2024-08,20,Thursday,Htet Thu,35-44,Male,Farmer,9250952004,Yangon,Bahan,KBZPay,Feature Phone,Bill Payment,47500,0,47500,Completed,Pay Cable TV
TXN-TVUP-87076578,10/12/2024 16:10,10/12/2024,2024-10,16,Saturday,Pyae Win,25-34,Female,Government Employee,956304891,Yangon,Kamayut,KBZPay,Android,P2P Transfer,184500,0,184500,Completed,Payment for goods
TXN-QVBW-59018486,1/26/2024 19:07,1/26/2024,2024-01,19,Friday,Myat Maung,25-34,Male,Freelancer,9984200749,Mawlamyine,Kyaikmaraw,AYAPay,Feature Phone,P2P Transfer,92000,0,92000,Pending,Payment for goods
TXN-CSAK-70966627,9/2/2024 19:45,9/2/2024,2024-09,19,Monday,Wai Thu,45-54,Male,Business Owner,9425474355,Pathein,Maubin,OK Dollar,Android,P2P Transfer,153000,500,152500,Completed,Transfer to Shwe Wai
TXN-AVMB-71648553,10/3/2024 19:22,10/3/2024,2024-10,19,Thursday,Myo Mon,45-54,Female,Business Owner,9731569562,Bago,Waw,CB Pay,Android,Merchant Payment,80000,0,80000,Pending,Purchase at City Mart Supermarket
TXN-DQCW-62756910,9/2/2024 10:04,9/2/2024,2024-09,10,Monday,Mg Tun,35-44,Male,Healthcare Worker,9440479303,Yangon,Dagon,AYAPay,Feature Phone,Salary Credit,3000000,0,3000000,Completed,Monthly salary
TXN-VRTC-89461214,9/5/2024 13:33,9/5/2024,2024-09,13,Thursday,Min Thu,45-54,Female,Factory Worker,9323089487,Mandalay,Aungmyaythazan,KBZPay,Android,P2P Transfer,73500,0,73500,Completed,Rent payment
TXN-MWLP-33672902,6/24/2024 4:30,6/24/2024,2024-06,4,Monday,Naing Win,25-34,Male,Business Owner,956351903,Bago,Waw,KBZPay,Android,Cash Out,126500,2000,124500,Completed,Cash withdrawal at agent
TXN-JNFN-42545872,1/23/2024 15:08,1/23/2024,2024-01,15,Tuesday,Thet Thu,18-24,Male,Farmer,975831997,Mandalay,Maha Aungmye,AYAPay,Android,Merchant Payment,8000,0,8000,Completed,Purchase at Total Energies
TXN-LZYD-85824808,7/7/2024 9:06,7/7/2024,2024-07,9,Sunday,Mg Phyo,18-24,Female,Business Owner,9336619639,Yangon,Dagon,AYAPay,iOS,Merchant Payment,71000,0,71000,Completed,Purchase at MAB Bank
TXN-MZPN-62692814,2/23/2024 13:18,2/23/2024,2024-02,13,Friday,Nge Mon,45-54,Female,Government Employee,9954567972,Yangon,Kamayut,AYAPay,Android,P2P Transfer,89000,0,89000,Completed,Payment for goods
TXN-ACBY-67719812,4/19/2024 9:29,4/19/2024,2024-04,9,Friday,Ei Lin,35-44,Male,Private Sector Employee,9960653331,Yangon,Hlaing,AYAPay,Feature Phone,P2P Transfer,113000,0,113000,Completed,Rent payment
TXN-VZKC-96660261,6/9/2024 20:23,6/9/2024,2024-06,20,Sunday,Su Moe,45-54,Female,Trader / Merchant,9739337563,Taunggyi,Taunggyi Township,CB Pay,Android,Bill Payment,113000,0,113000,Completed,Pay Internet (Fiber)
TXN-HRHJ-73681244,3/28/2024 15:42,3/28/2024,2024-03,15,Thursday,Thura Zin,25-34,Male,Private Sector Employee,9255832302,Yangon,Hlaing,CB Pay,iOS,Merchant Payment,59500,0,59500,Completed,Purchase at Foodpanda Myanmar
TXN-TLMJ-69824725,8/17/2024 10:54,8/17/2024,2024-08,10,Saturday,Nyein Wai,18-24,Male,Factory Worker,9263865596,Naypyitaw,Dekkhina,Wave Money,Android,Cash Out,127000,1500,125500,Completed,Cash withdrawal at agent
TXN-XFSM-04064282,8/25/2024 11:28,8/25/2024,2024-08,11,Sunday,Thura Lay,18-24,Male,Trader / Merchant,982868578,Mandalay,Amarapura,KBZPay,Feature Phone,Bill Payment,27500,0,27500,Completed,Pay School Fees
TXN-MRQY-14887665,5/14/2024 12:24,5/14/2024,2024-05,12,Tuesday,Thura Tun,25-34,Male,Government Employee,9444812147,Taunggyi,Hopong,Wave Money,iOS,Bill Payment,15000,0,15000,Completed,Pay Internet (Fiber)
TXN-ANNK-35890650,9/14/2024 13:25,9/14/2024,2024-09,13,Saturday,Naing Thu,35-44,Male,Government Employee,9958814311,Yangon,Insein,Wave Money,Android,P2P Transfer,181500,0,181500,Completed,Rent payment
TXN-OZFP-18085206,11/4/2024 19:26,11/4/2024,2024-11,19,Monday,Daw Nyi,45-54,Male,Private Sector Employee,9446690782,Dawei,Longlon,Wave Money,Android,Cash In,613000,0,613000,Completed,Cash deposit at agent
TXN-PGHD-77435007,2/26/2024 2:20,2/26/2024,2024-02,2,Monday,Yee Nyi,18-24,Male,Freelancer,9330755366,Yangon,Insein,KBZPay,Android,Mobile Top-up,6000,0,6000,Completed,Ooredoo top-up 10000 MMK
TXN-CVNR-41200916,3/9/2024 14:18,3/9/2024,2024-03,14,Saturday,Shwe Min,25-34,Male,Private Sector Employee,9451863715,Yangon,Dagon,KBZPay,Android,Mobile Top-up,5000,0,5000,Failed,Mytel top-up 1000 MMK
TXN-JYXA-92278129,2/27/2024 12:37,2/27/2024,2024-02,12,Tuesday,Ko Thant,18-24,Male,Business Owner,9255662128,Yangon,Tamwe,AYAPay,iOS,Bill Payment,200000,0,200000,Completed,Pay Water (YCDC)
TXN-XTZY-91673964,3/31/2024 22:25,3/31/2024,2024-03,22,Sunday,Pyae Zin,18-24,Male,Government Employee,9459385977,Yangon,Insein,Wave Money,iOS,Bill Payment,103000,0,103000,Completed,Pay Cable TV
TXN-PSTU-00888131,6/13/2024 16:02,6/13/2024,2024-06,16,Thursday,Thida Maung,35-44,Female,Government Employee,973248413,Bago,Tanatpin,KBZPay,iOS,Cash In,293500,0,293500,Completed,Bank transfer in
TXN-CNLN-21723103,11/3/2024 8:38,11/3/2024,2024-11,8,Sunday,Mg Wai,35-44,Male,Private Sector Employee,9453600412,Mandalay,Aungmyaythazan,AYAPay,Android,P2P Transfer,98500,0,98500,Completed,Personal transfer
TXN-ACSZ-87761695,1/20/2024 20:24,1/20/2024,2024-01,20,Saturday,Zaw Nyi,35-44,Male,Trader / Merchant,954275230,Yangon,Tamwe,KBZPay,iOS,Cash In,234500,0,234500,Completed,Bank transfer in
TXN-KTKA-98573829,12/8/2024 11:06,12/8/2024,2024-12,11,Sunday,Khin Maung,18-24,Male,Private Sector Employee,955313122,Bago,Bago Township,KBZPay,iOS,P2P Transfer,130000,0,130000,Completed,Payment for goods
TXN-HQOU-93911178,9/4/2024 10:24,9/4/2024,2024-09,10,Wednesday,Aung Myint,35-44,Male,Private Sector Employee,9311495013,Yangon,Bahan,AYAPay,iOS,Bill Payment,106000,0,106000,Completed,Pay Insurance Premium
TXN-FJEF-02436815,3/27/2024 11:39,3/27/2024,2024-03,11,Wednesday,Htet Htay,35-44,Female,Healthcare Worker,9761509976,Naypyitaw,Pobbathiri,AYAPay,Android,Bill Payment,170000,0,170000,Completed,Pay Water (YCDC)
TXN-PJPH-51711709,3/29/2024 18:15,3/29/2024,2024-03,18,Friday,Khin Zaw,25-34,Male,Private Sector Employee,973975245,Yangon,Bahan,AYAPay,Android,Mobile Top-up,17000,0,17000,Completed,MPT top-up 1000 MMK
TXN-WBPL-35084141,9/21/2024 19:12,9/21/2024,2024-09,19,Saturday,Daw Moe,35-44,Male,Private Sector Employee,9730171302,Mawlamyine,Kyaikmaraw,Wave Money,iOS,Cash Out,219500,2000,217500,Completed,Cash withdrawal at agent
TXN-WEXK-24988625,11/7/2024 12:38,11/7/2024,2024-11,12,Thursday,Soe Tun,25-34,Female,Private Sector Employee,9761566277,Yangon,Thingangyun,AYAPay,iOS,Bill Payment,39500,0,39500,Completed,Pay Government Fee
TXN-PIYX-83615260,12/20/2024 15:19,12/20/2024,2024-12,15,Friday,Daw Hlaing,25-34,Male,Business Owner,9458971527,Mandalay,Patheingyi,CB Pay,iOS,P2P Transfer,500000,1000,499000,Completed,Personal transfer
TXN-AECB-37407032,8/18/2024 19:42,8/18/2024,2024-08,19,Sunday,Myat Aye,18-24,Female,Private Sector Employee,9972364587,Dawei,Dawei Township,KBZPay,Android,Mobile Top-up,6500,0,6500,Completed,Mytel top-up 2000 MMK
TXN-ANFI-24528284,12/19/2024 14:37,12/19/2024,2024-12,14,Thursday,Nan Soe,55+,Male,Private Sector Employee,9972011669,Naypyitaw,Pobbathiri,Wave Money,Feature Phone,Cash Out,59000,500,58500,Failed,ATM withdrawal
TXN-KRJD-06289323,9/13/2024 10:32,9/13/2024,2024-09,10,Friday,Zaw Htay,25-34,Female,Freelancer,9323640270,Yangon,Kamayut,AYAPay,Android,P2P Transfer,243000,0,243000,Completed,Rent payment
TXN-NWDB-62183406,1/23/2024 8:42,1/23/2024,2024-01,8,Tuesday,Nge Nge,18-24,Male,Student,9264679121,Myitkyina,Waingmaw,KBZPay,Android,P2P Transfer,123500,0,123500,Completed,Transfer to Aye Htun
TXN-BXIY-77790939,11/14/2024 16:09,11/14/2024,2024-11,16,Thursday,Zaw Zin,25-34,Male,Trader / Merchant,9327759655,Mandalay,Aungmyaythazan,KBZPay,Android,Mobile Top-up,3000,0,3000,Completed,Atom (Telenor) top-up 5000 MMK
TXN-ILTD-51974410,3/26/2024 19:39,3/26/2024,2024-03,19,Tuesday,Daw Nge,45-54,Male,Trader / Merchant,9954357978,Yangon,Mayangon,Wave Money,iOS,Bill Payment,20500,0,20500,Pending,Pay Electricity (YESC)
TXN-KYHA-61382269,12/14/2024 16:15,12/14/2024,2024-12,16,Saturday,Myat Maung,55+,Male,Trader / Merchant,996493289,Mawlamyine,Mudon,AYAPay,iOS,Merchant Payment,35500,0,35500,Completed,Purchase at Pun Hlaing Hospital
TXN-BCPZ-99246670,12/6/2024 17:04,12/6/2024,2024-12,17,Friday,Thu Khaing,35-44,Male,Teacher,952564347,Yangon,Bahan,AYAPay,Android,Cash Out,256500,4000,252500,Completed,ATM withdrawal
TXN-NMVE-78058838,4/23/2024 11:54,4/23/2024,2024-04,11,Tuesday,Mg Htay,35-44,Female,Business Owner,9313414111,Yangon,Mayangon,AYAPay,Android,P2P Transfer,67500,0,67500,Completed,Payment for goods
TXN-ESKB-17844452,2/23/2024 20:52,2/23/2024,2024-02,20,Friday,Aye Shwe,25-34,Female,Student,9959931608,Yangon,Mayangon,KBZPay,Android,Cash In,178000,0,178000,Completed,ATM cash in
TXN-UDNY-65516350,12/25/2024 21:10,12/25/2024,2024-12,21,Wednesday,Soe Thant,55+,Male,Teacher,9977374605,Naypyitaw,Pobbathiri,AYAPay,Android,P2P Transfer,299500,0,299500,Completed,Personal transfer
TXN-UWUA-27068228,2/20/2024 12:57,2/20/2024,2024-02,12,Tuesday,Thida Kyaw,25-34,Male,Private Sector Employee,9456184438,Dawei,Longlon,Wave Money,Feature Phone,Bill Payment,200000,0,200000,Completed,Pay Government Fee
TXN-UGZE-98619953,3/30/2024 14:31,3/30/2024,2024-03,14,Saturday,Phyo Lay,18-24,Female,Private Sector Employee,9971266201,Yangon,Thingangyun,KBZPay,iOS,Bill Payment,22500,0,22500,Failed,Pay School Fees
TXN-JYZV-01840606,4/9/2024 20:37,4/9/2024,2024-04,20,Tuesday,Htet Htay,35-44,Female,Teacher,987647501,Yangon,Dagon,Wave Money,iOS,P2P Transfer,500000,0,500000,Completed,Payment for goods
TXN-XNQE-59371434,11/10/2024 8:35,11/10/2024,2024-11,8,Sunday,Mg Wai,25-34,Female,Government Employee,988260688,Yangon,Insein,KBZPay,Android,Merchant Payment,49000,0,49000,Completed,Purchase at DKSH Myanmar
TXN-QBYM-49179282,6/11/2024 19:20,6/11/2024,2024-06,19,Tuesday,Zaw Win,18-24,Male,Government Employee,9964011845,Mandalay,Maha Aungmye,Wave Money,Feature Phone,Cash Out,152500,2000,150500,Pending,ATM withdrawal
TXN-ORNT-40453891,5/19/2024 8:24,5/19/2024,2024-05,8,Sunday,Nan Nyi,25-34,Female,Trader / Merchant,973032432,Dawei,Yebyu,Wave Money,Android,Mobile Top-up,3500,0,3500,Completed,Atom (Telenor) top-up 1000 MMK
TXN-CBJY-28100163,2/10/2024 9:21,2/10/2024,2024-02,9,Saturday,Pyae Khaing,25-34,Female,Business Owner,984359892,Yangon,Kamayut,Wave Money,Feature Phone,Bill Payment,82000,0,82000,Pending,Pay Electricity (YESC)
TXN-DPDC-22588889,7/20/2024 8:10,7/20/2024,2024-07,8,Saturday,Shwe Kyaw,35-44,Male,Student,9320163611,Naypyitaw,Pobbathiri,AYAPay,Android,P2P Transfer,277000,0,277000,Completed,Payment for goods
TXN-URXK-28598776,9/4/2024 15:11,9/4/2024,2024-09,15,Wednesday,Htet Aung,35-44,Female,Student,9969679240,Yangon,Mayangon,AYAPay,Android,Mobile Top-up,7500,0,7500,Completed,MPT top-up 1000 MMK
TXN-JFJN-82901027,9/4/2024 2:48,9/4/2024,2024-09,2,Wednesday,Phyo Soe,25-34,Male,Private Sector Employee,9314146511,Mandalay,Maha Aungmye,Wave Money,iOS,P2P Transfer,139000,0,139000,Completed,Transfer to Nge Win
TXN-YORE-09663670,11/25/2024 13:53,11/25/2024,2024-11,13,Monday,Ei Khaing,55+,Female,Trader / Merchant,9450930685,Yangon,Insein,AYAPay,Feature Phone,P2P Transfer,196000,0,196000,Failed,Money sent to family
TXN-RUJO-18189464,5/9/2024 13:19,5/9/2024,2024-05,13,Thursday,Kyaw Phyo,25-34,Male,Farmer,9423814474,Yangon,Sanchaung,Wave Money,Android,P2P Transfer,180000,0,180000,Completed,Personal transfer
TXN-MQMV-14130960,6/5/2024 20:17,6/5/2024,2024-06,20,Wednesday,Khin Aye,35-44,Male,Government Employee,9497318826,Yangon,Hlaing,KBZPay,Android,P2P Transfer,25500,0,25500,Completed,Rent payment
TXN-ZCXJ-02060627,7/19/2024 19:08,7/19/2024,2024-07,19,Friday,Ko Nge,25-34,Male,Student,955313402,Yangon,Insein,AYAPay,iOS,Bill Payment,52500,0,52500,Failed,Pay Water (YCDC)
TXN-HUEC-75788253,6/26/2024 11:39,6/26/2024,2024-06,11,Wednesday,Ei Lay,45-54,Female,Private Sector Employee,991022580,Yangon,Mayangon,Wave Money,Android,Merchant Payment,15000,0,15000,Completed,Purchase at City Express Courier
TXN-BVBX-93630377,12/5/2024 17:12,12/5/2024,2024-12,17,Thursday,Htet Moe,25-34,Male,Private Sector Employee,9316371892,Yangon,Mingaladon,CB Pay,Android,P2P Transfer,78000,0,78000,Completed,Rent payment
TXN-IMQV-94570529,1/20/2024 11:18,1/20/2024,2024-01,11,Saturday,Myat Thant,25-34,Female,Private Sector Employee,9426708604,Taunggyi,Hopong,KBZPay,Android,P2P Transfer,244500,0,244500,Failed,Transfer to Ma Phyo
TXN-VQUP-68586462,11/19/2024 19:38,11/19/2024,2024-11,19,Tuesday,Zaw Phyo,18-24,Female,Private Sector Employee,9331108255,Mandalay,Patheingyi,KBZPay,Android,Merchant Payment,62000,0,62000,Completed,Purchase at Foodpanda Myanmar
TXN-EHVN-83208863,8/17/2024 14:04,8/17/2024,2024-08,14,Saturday,Shwe Aye,35-44,Male,Student,991895473,Yangon,Dagon,Wave Money,iOS,Bill Payment,152000,0,152000,Completed,Pay School Fees
TXN-XXST-74474265,8/9/2024 8:10,8/9/2024,2024-08,8,Friday,Shwe Thant,35-44,Male,Private Sector Employee,9434090367,Mandalay,Patheingyi,CB Pay,iOS,Mobile Top-up,5000,0,5000,Pending,Atom (Telenor) top-up 10000 MMK
